,pid,Beryl,nclus,#pids
1792,8ab470cc-de5a-4d65-92bd-9a25fbe6d07d,CA1,18,118
1796,55001cb4-e10f-4657-9760-1228b590a69c,PO,43,42
1797,55001cb4-e10f-4657-9760-1228b590a69c,Eth,23,16
1804,8f4fd564-7e34-4113-a6e4-ae40faa64f7a,MOs,85,39
1805,bf99284f-dc34-4652-baf1-ffaa1cc7fb05,MEA,14,9
1808,749cb2b7-e57e-4453-a794-f6230e4d0226,AON,25,14
1809,749cb2b7-e57e-4453-a794-f6230e4d0226,DP,12,13
1811,749cb2b7-e57e-4453-a794-f6230e4d0226,ORBvl,91,7
1813,749cb2b7-e57e-4453-a794-f6230e4d0226,MOs,152,39
1814,2b3c3126-11f3-4a8e-aa44-2f965bf8ab9c,ACB,28,19
1815,2b3c3126-11f3-4a8e-aa44-2f965bf8ab9c,CP,117,58
1816,2b3c3126-11f3-4a8e-aa44-2f965bf8ab9c,MOs,59,39
1822,76de0e1a-30aa-4713-9fe5-25ad2dff653f,APN,25,40
1823,76de0e1a-30aa-4713-9fe5-25ad2dff653f,DG,14,95
1826,7bd5627e-b02e-47f1-b476-4bf8eaa726b3,CP,116,58
1827,7bd5627e-b02e-47f1-b476-4bf8eaa726b3,MOp,54,30
1828,9915765e-ff15-4371-b1aa-c2ef1db8a254,COAp,40,12
1829,9915765e-ff15-4371-b1aa-c2ef1db8a254,BMA,23,9
1832,2201eb05-aebe-4bda-905e-b5cc1baf3840,SIM,58,16
1834,39180bcb-13e5-46f9-89e1-8ea2cba22105,GPe,16,8
1837,3ccb2d59-9e94-48e6-9e72-0b7b96bd3f9b,MDRN,29,5
1838,3ccb2d59-9e94-48e6-9e72-0b7b96bd3f9b,IRN,21,22
1848,10f59add-706e-41d0-87ed-9a55eb138a66,SPVI,22,10
1852,68f06c5f-8566-4a4f-a4b1-ab8398724913,MDRN,31,5
1854,68f06c5f-8566-4a4f-a4b1-ab8398724913,ECU,15,2
1861,ee320f72-b613-4acd-b10d-3ceef332a949,HATA,28,6
1864,f3988aec-b8c7-47d9-b1a0-5334eed7f92c,PRM,15,15
1865,f3988aec-b8c7-47d9-b1a0-5334eed7f92c,ANcr2,15,14
1868,4b93a168-0f3b-4124-88fa-a57046ca70e1,POL,14,13
1872,4b93a168-0f3b-4124-88fa-a57046ca70e1,VISp,10,26
1874,642a3373-6fee-4f2a-b8d6-38dd42ada763,APN,14,40
1880,5d9a5895-0f28-416c-a6d6-3e781658ea57,ANcr2,17,14
1881,0685d767-80a2-49b6-a51a-0e9b1dd7a14d,IRN,28,22
1884,0685d767-80a2-49b6-a51a-0e9b1dd7a14d,PB,31,19
1887,291fcd13-b629-49c0-baf8-57ed1351050e,MV,22,19
1894,6a098711-5423-4072-8909-7cff0e2d4531,CENT3,14,19
1896,88fe9ed9-9e3e-431a-8ecc-4cb2fe5bf448,P5,13,2
1898,88fe9ed9-9e3e-431a-8ecc-4cb2fe5bf448,SUT,12,6
1902,d403c464-9d91-4338-b64b-81c299356972,PRE,24,7
1905,ce24bbe9-ae70-4659-9e9c-564d1a865de8,MARN,16,3
1906,ce24bbe9-ae70-4659-9e9c-564d1a865de8,GRN,35,12
1909,ce24bbe9-ae70-4659-9e9c-564d1a865de8,CENT2,34,10
1912,ce397420-3cd2-4a55-8fd1-5e28321981f4,PO,49,42
1913,ce397420-3cd2-4a55-8fd1-5e28321981f4,Eth,32,16
1914,ce397420-3cd2-4a55-8fd1-5e28321981f4,LP,49,59
1916,ce397420-3cd2-4a55-8fd1-5e28321981f4,CA1,12,118
1917,ce397420-3cd2-4a55-8fd1-5e28321981f4,VISa,55,41
1918,3a37fb5c-3e96-4a0e-ac63-2eeec6744588,SPVC,17,3
1920,3a37fb5c-3e96-4a0e-ac63-2eeec6744588,UVU,10,6
1921,3a37fb5c-3e96-4a0e-ac63-2eeec6744588,COPY,15,13
1922,3a37fb5c-3e96-4a0e-ac63-2eeec6744588,PYR,19,4
1924,3a37fb5c-3e96-4a0e-ac63-2eeec6744588,DEC,19,6
1926,869bac48-ad1b-46b8-be00-cf6b26aea40e,NOD,19,9
1933,c0c3c95d-43c3-4e30-9ce7-0519d0473911,CA1,11,118
1940,099c0519-640b-4eb7-867c-998dc337579d,SSp-bfd,21,22
1941,04c9890f-2276-4c20-854f-305ff5c9b6cf,MARN,11,3
1942,04c9890f-2276-4c20-854f-305ff5c9b6cf,GRN,50,12
1946,3e7618b8-34ca-4e48-ba3a-0e0f88a43131,RT,13,16
1947,3e7618b8-34ca-4e48-ba3a-0e0f88a43131,SSp-bfd,10,22
1949,143dd7cf-6a47-47a1-906d-927ad7fe9117,PoT,40,19
1950,143dd7cf-6a47-47a1-906d-927ad7fe9117,SGN,25,7
1951,143dd7cf-6a47-47a1-906d-927ad7fe9117,LP,40,59
1955,72c095b0-c7ab-4e22-a4aa-4163102de553,IRN,11,22
1963,de5d704c-4a5b-4fb0-b4af-71614c510a8b,COPY,22,13
1967,de5d704c-4a5b-4fb0-b4af-71614c510a8b,DEC,14,6
1968,0228bcfd-632e-49bd-acd4-c334cf9213e9,COPY,13,13
1971,0228bcfd-632e-49bd-acd4-c334cf9213e9,DEC,25,6
1973,ffb1b072-2de7-44a4-8115-5799b9866382,IRN,18,22
1978,25e75514-43e1-4c07-9fea-581bd203b55c,MDRN,30,5
1985,58b271d5-f728-4de8-b2ae-51908931247c,PRM,19,15
1986,58b271d5-f728-4de8-b2ae-51908931247c,ANcr2,18,14
1987,58b271d5-f728-4de8-b2ae-51908931247c,ANcr1,27,8
1989,577e4741-4b15-4e91-b81b-61304a09bfb5,MV,12,19
1992,810416d1-ce3c-4b2e-a827-6cdc65c8cd5c,PR,20,2
1993,810416d1-ce3c-4b2e-a827-6cdc65c8cd5c,SMT,12,4
1995,810416d1-ce3c-4b2e-a827-6cdc65c8cd5c,MD,24,13
1999,485b50c8-71e1-4654-9a07-64395c15f5ed,MRN,12,74
2000,485b50c8-71e1-4654-9a07-64395c15f5ed,APN,21,40
2001,485b50c8-71e1-4654-9a07-64395c15f5ed,CA1,23,118
2005,0aafb6f1-6c10-4886-8f03-543988e02d9e,APN,45,40
2007,0aafb6f1-6c10-4886-8f03-543988e02d9e,CA1,15,118
2008,0aafb6f1-6c10-4886-8f03-543988e02d9e,VISa,24,41
2009,3283d8ec-1436-4529-8a16-941bbf65c91d,SI,10,23
2011,3283d8ec-1436-4529-8a16-941bbf65c91d,BST,10,10
2012,3283d8ec-1436-4529-8a16-941bbf65c91d,LSv,14,12
2013,3283d8ec-1436-4529-8a16-941bbf65c91d,LSr,43,24
2017,92564b0d-7b57-45e1-8ec5-41f95340995e,CA1,12,118
2018,11a5a93e-58a9-4ed0-995e-52279ec16b98,VPM,54,33
2019,11a5a93e-58a9-4ed0-995e-52279ec16b98,PO,17,42
2020,11a5a93e-58a9-4ed0-995e-52279ec16b98,LP,31,59
2021,11a5a93e-58a9-4ed0-995e-52279ec16b98,LGd,25,20
2023,11a5a93e-58a9-4ed0-995e-52279ec16b98,DG,12,95
2024,11a5a93e-58a9-4ed0-995e-52279ec16b98,CA1,17,118
2025,11a5a93e-58a9-4ed0-995e-52279ec16b98,VISa,16,41
2030,46630957-63fd-4d0d-a2ba-8766f0796db8,BLA,62,5
2032,46630957-63fd-4d0d-a2ba-8766f0796db8,LA,28,3
2033,46630957-63fd-4d0d-a2ba-8766f0796db8,CP,49,58
2034,46630957-63fd-4d0d-a2ba-8766f0796db8,SSp-bfd,14,22
2036,20469b30-1cd8-4078-9883-a840a0f6d787,ILA,34,9
2037,20469b30-1cd8-4078-9883-a840a0f6d787,ORBm,18,8
2039,d3b3c9a7-cf6a-4d25-b8da-e0f599a26191,MRN,15,74
2041,d3b3c9a7-cf6a-4d25-b8da-e0f599a26191,NPC,12,6
2044,8aba5f8c-4438-4588-9bb0-b20d2fd3eca5,ORBm,18,8
2047,b549e337-acc5-4837-9c56-e53b173fe5fe,ACB,20,19
2048,b549e337-acc5-4837-9c56-e53b173fe5fe,ORBl,86,9
2052,57c5856a-c7bd-4d0f-87c6-37005b1484aa,IRN,20,22
2053,57c5856a-c7bd-4d0f-87c6-37005b1484aa,MV,17,19
2056,bc2f8bde-9498-41d7-b9db-83bd05cd34ba,SPVO,11,6
2062,f698f893-da01-49a1-ae4b-16f7e42e5ff5,SUB,49,22
2064,f698f893-da01-49a1-ae4b-16f7e42e5ff5,VISli,10,7
2066,84fd7fa3-6c2d-4233-b265-46a427d3d68d,VPM,25,33
2067,84fd7fa3-6c2d-4233-b265-46a427d3d68d,PO,20,42
2068,84fd7fa3-6c2d-4233-b265-46a427d3d68d,LP,28,59
2072,86553ccc-2e51-4cfb-a8e6-80da6860c8d9,SPVI,41,10
2076,86553ccc-2e51-4cfb-a8e6-80da6860c8d9,PRM,10,15
2077,86553ccc-2e51-4cfb-a8e6-80da6860c8d9,ANcr2,15,14
2078,d8c7d3f2-f8e7-451d-bca1-7800f4ef52ed,PRM,17,15
2079,d8c7d3f2-f8e7-451d-bca1-7800f4ef52ed,ANcr2,13,14
2081,5b489aee-75e8-42af-aca6-3026d9a54c2d,PARN,11,15
2082,5b489aee-75e8-42af-aca6-3026d9a54c2d,I5,12,3
2084,5b489aee-75e8-42af-aca6-3026d9a54c2d,CUL4 5,20,25
2087,da57bb3a-b0f2-465d-a5fc-cc84341450b0,V,37,6
2092,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,PAR,20,6
2097,76c5c1a1-3617-4727-9f75-d975c9a08203,SPIV,26,10
2099,76c5c1a1-3617-4727-9f75-d975c9a08203,SUV,11,8
2101,76c5c1a1-3617-4727-9f75-d975c9a08203,ICB,19,2
2103,c0e59477-43f0-4441-9f81-3a55ddad9dad,MARN,14,3
2104,c0e59477-43f0-4441-9f81-3a55ddad9dad,GRN,34,12
2115,4037a618-e6ba-4142-a6d2-3e32ef25fd1b,IRN,12,22
2116,4037a618-e6ba-4142-a6d2-3e32ef25fd1b,PARN,10,15
2121,19137f8d-0f3b-4923-93ad-f741758e1b2e,APN,16,40
2123,19137f8d-0f3b-4923-93ad-f741758e1b2e,SUB,18,22
2124,19137f8d-0f3b-4923-93ad-f741758e1b2e,VISpm,16,11
2126,727ff7c4-d63f-4bd8-9888-f134a25b874f,PAG,24,36
2128,727ff7c4-d63f-4bd8-9888-f134a25b874f,RSPv,22,20
2130,94761f31-0dfc-4f67-87ef-6d1ac7f95144,APN,30,40
2138,0851db85-2889-4070-ac18-a40e8ebd96ba,VISam,21,16
2141,c9fb5e2e-bd92-41d8-8b7e-394005860a1e,CA1,10,118
2142,c9fb5e2e-bd92-41d8-8b7e-394005860a1e,CA3,10,59
2145,c9fb5e2e-bd92-41d8-8b7e-394005860a1e,MG,13,12
2146,c9fb5e2e-bd92-41d8-8b7e-394005860a1e,LGd,41,20
2147,c9fb5e2e-bd92-41d8-8b7e-394005860a1e,DG,24,95
2150,b25799a5-09e8-4656-9c1b-44bc9cbb5279,PO,68,42
2151,b25799a5-09e8-4656-9c1b-44bc9cbb5279,LP,24,59
2156,db2100c3-64ac-463e-97a1-20ce8266cd5f,SUM,10,2
2157,db2100c3-64ac-463e-97a1-20ce8266cd5f,PH,27,2
2158,db2100c3-64ac-463e-97a1-20ce8266cd5f,SPF,12,14
2163,06d42449-d6ac-4c35-8f85-24ecfbc08bc1,CEA,12,9
2164,06d42449-d6ac-4c35-8f85-24ecfbc08bc1,GPe,37,8
2165,06d42449-d6ac-4c35-8f85-24ecfbc08bc1,CP,27,58
2168,7d63ab43-95e4-41f5-bd43-c629578de7a9,CEA,27,9
2169,7d63ab43-95e4-41f5-bd43-c629578de7a9,CP,87,58
2170,7d63ab43-95e4-41f5-bd43-c629578de7a9,SSp-bfd,20,22
2171,88e1154c-bd92-446d-bd6d-550062666223,AIp,19,4
2172,88e1154c-bd92-446d-bd6d-550062666223,VISC,62,2
2173,88e1154c-bd92-446d-bd6d-550062666223,SSs,132,7
2174,88e1154c-bd92-446d-bd6d-550062666223,SSp-bfd,48,22
2175,5a5a2320-3b0d-485d-aba2-dc96357e00d8,VPL,16,17
2178,5a5a2320-3b0d-485d-aba2-dc96357e00d8,SSp-ll,10,7
2179,366dabe3-2790-4511-a7dc-023a1ad9df75,SPVO,12,6
2194,68c98fb2-402b-4670-9b3b-0c77619998ea,PAR,28,6
2196,68c98fb2-402b-4670-9b3b-0c77619998ea,POST,24,12
2199,d6c810b2-5922-4127-af2b-4b104bc55c2b,SAG,17,2
2200,d6c810b2-5922-4127-af2b-4b104bc55c2b,IC,10,16
2201,d6c810b2-5922-4127-af2b-4b104bc55c2b,POST,11,12
2202,d6c810b2-5922-4127-af2b-4b104bc55c2b,VISp,14,26
2203,a3d13b05-bf4d-427a-a2d5-2fe050d603ec,MRN,11,74
2204,a3d13b05-bf4d-427a-a2d5-2fe050d603ec,SCm,20,38
2207,b45c8f3f-6361-41df-9bc1-9df98b3d30e6,POL,17,13
2209,b45c8f3f-6361-41df-9bc1-9df98b3d30e6,SUB,19,22
2211,dd619e10-5df1-4c79-bd62-cc00937b5d36,ProS,76,15
2212,dd619e10-5df1-4c79-bd62-cc00937b5d36,DG,60,95
2213,dd619e10-5df1-4c79-bd62-cc00937b5d36,CA3,62,59
2215,eda7a3ac-f038-4603-9c68-816234e9c4eb,MRN,21,74
2216,eda7a3ac-f038-4603-9c68-816234e9c4eb,SCm,32,38
2219,4c04120d-523a-4795-ba8f-49dbb8d9f63a,APN,14,40
2223,4c04120d-523a-4795-ba8f-49dbb8d9f63a,CA1,71,118
2224,4c04120d-523a-4795-ba8f-49dbb8d9f63a,VISam,17,16
2225,4c04120d-523a-4795-ba8f-49dbb8d9f63a,VISa,111,41
2226,9657af01-50bd-4120-8303-416ad9e24a51,APN,22,40
2228,9657af01-50bd-4120-8303-416ad9e24a51,CA1,11,118
2229,9657af01-50bd-4120-8303-416ad9e24a51,VISa,13,41
2232,96fe2729-b5a2-4e77-92bb-9df410144768,VPM,23,33
2234,96fe2729-b5a2-4e77-92bb-9df410144768,VAL,22,7
2237,b4131145-9675-4433-88e1-9ae016c701dd,MD,32,13
2240,b4131145-9675-4433-88e1-9ae016c701dd,CA3,32,59
2241,b4131145-9675-4433-88e1-9ae016c701dd,MOp,90,30
2243,0fa33419-e7b9-4d00-8cab-3b51f93ecf0c,FC,10,2
2244,0fa33419-e7b9-4d00-8cab-3b51f93ecf0c,RSPv,40,20
2245,0fa33419-e7b9-4d00-8cab-3b51f93ecf0c,RSPd,12,21
2248,257d0357-76ed-4220-8d50-68da6efda72d,RSPd,38,21
2250,30ac1320-d671-46fc-87ef-875cdfc6b4eb,MRN,32,74
2251,30ac1320-d671-46fc-87ef-875cdfc6b4eb,APN,44,40
2256,e6508b9a-9dec-47d7-88c7-b0a72c7d1134,MV,40,19
2257,e6508b9a-9dec-47d7-88c7-b0a72c7d1134,VeCB,28,5
2258,e6508b9a-9dec-47d7-88c7-b0a72c7d1134,IP,14,20
2259,e6508b9a-9dec-47d7-88c7-b0a72c7d1134,CENT3,21,19
2260,e6508b9a-9dec-47d7-88c7-b0a72c7d1134,CUL4 5,38,25
2262,b3065f45-7227-4099-9f8c-7e81e677d8cf,SIM,40,16
2265,2781c08e-a356-4a0d-8c28-4f94d1c87f69,MV,37,19
2267,a9c9df46-85f3-46ad-848d-c6b8da4ae67c,ENTm,37,12
2268,a9c9df46-85f3-46ad-848d-c6b8da4ae67c,PAR,16,6
2269,a9c9df46-85f3-46ad-848d-c6b8da4ae67c,VISp,138,26
2270,362823e7-5514-41d3-a31d-4b73f91ad3d0,TRN,37,5
2272,362823e7-5514-41d3-a31d-4b73f91ad3d0,CS,21,7
2273,362823e7-5514-41d3-a31d-4b73f91ad3d0,CLI,10,4
2277,57656bee-e32e-4848-b924-0f6f18cfdfb1,APN,17,40
2281,4364cabe-a27c-4bd5-b398-1d068aca47cf,APN,10,40
2282,4364cabe-a27c-4bd5-b398-1d068aca47cf,CA1,11,118
2284,4364cabe-a27c-4bd5-b398-1d068aca47cf,VISa,22,41
2287,b8df4cc3-e973-4267-8cf8-a55cea77e1ac,PA,25,10
2288,b8df4cc3-e973-4267-8cf8-a55cea77e1ac,CA3,28,59
2289,b8df4cc3-e973-4267-8cf8-a55cea77e1ac,ZI,10,34
2290,b8df4cc3-e973-4267-8cf8-a55cea77e1ac,LGd,39,20
2293,179ce6d0-e348-4257-b718-e58dd4134589,CS,32,7
2294,179ce6d0-e348-4257-b718-e58dd4134589,PAG,25,36
2296,532bb33e-f22f-454a-ba1f-561d1578b250,MRN,11,74
2297,532bb33e-f22f-454a-ba1f-561d1578b250,APN,12,40
2299,532bb33e-f22f-454a-ba1f-561d1578b250,CA1,25,118
2302,3220377b-f53e-412d-a859-ef8ccb8f0a40,LHA,22,9
2304,3220377b-f53e-412d-a859-ef8ccb8f0a40,PF,10,4
2307,9ac90b86-fc72-4ca0-9389-c8b3a77da437,SUM,16,2
2308,9ac90b86-fc72-4ca0-9389-c8b3a77da437,PAG,11,36
2309,9bd71ac6-c455-41f3-8c56-59987a649ac4,AON,92,14
2310,9bd71ac6-c455-41f3-8c56-59987a649ac4,ORBvl,161,7
2312,9bd71ac6-c455-41f3-8c56-59987a649ac4,MOs,60,39
2317,38981973-20de-44e5-8717-efcf88642502,PARN,43,15
2318,38981973-20de-44e5-8717-efcf88642502,SPVI,32,10
2319,38981973-20de-44e5-8717-efcf88642502,x,23,2
2324,d06bdedb-e173-4fe5-a4f1-ab9ab53f9761,COPY,39,13
2325,d06bdedb-e173-4fe5-a4f1-ab9ab53f9761,SIM,47,16
2327,99086aba-f671-42b5-bdc0-e665c61f5452,MRN,12,74
2328,99086aba-f671-42b5-bdc0-e665c61f5452,SCm,11,38
2329,99086aba-f671-42b5-bdc0-e665c61f5452,RSPv,13,20
2330,99086aba-f671-42b5-bdc0-e665c61f5452,RSPagl,11,16
2335,9e979599-11e1-4372-96fc-e80520f3e668,PARN,25,15
2336,9e979599-11e1-4372-96fc-e80520f3e668,SPVI,16,10
2338,9e979599-11e1-4372-96fc-e80520f3e668,SPIV,14,10
2341,9e979599-11e1-4372-96fc-e80520f3e668,IP,12,20
2342,1bd85dab-7a53-49d1-acd4-e82f9fd07cf6,PAR,32,6
2343,1bd85dab-7a53-49d1-acd4-e82f9fd07cf6,PRE,41,7
2344,1bd85dab-7a53-49d1-acd4-e82f9fd07cf6,POST,17,12
2345,1bd85dab-7a53-49d1-acd4-e82f9fd07cf6,VISp,79,26
2346,f9b2e36b-eef8-402f-b121-786dfed58bcb,PAG,92,36
2347,f9b2e36b-eef8-402f-b121-786dfed58bcb,SCm,58,38
2348,f9b2e36b-eef8-402f-b121-786dfed58bcb,SCs,23,19
2350,f9b2e36b-eef8-402f-b121-786dfed58bcb,RSPd,57,21
2351,f9b2e36b-eef8-402f-b121-786dfed58bcb,RSPagl,13,16
2354,fe380793-8035-414e-b000-09bfe5ece92a,ECT,34,5
2355,fe380793-8035-414e-b000-09bfe5ece92a,TEa,98,6
2356,fe380793-8035-414e-b000-09bfe5ece92a,AUDv,91,7
2357,fe380793-8035-414e-b000-09bfe5ece92a,AUDd,26,5
2358,fe380793-8035-414e-b000-09bfe5ece92a,SSs,75,7
2359,fe380793-8035-414e-b000-09bfe5ece92a,SSp-bfd,14,22
2360,64d04585-67e7-4320-baad-8d4589fd18f7,CA1,48,118
2361,64d04585-67e7-4320-baad-8d4589fd18f7,CA3,66,59
2362,4994543f-20e8-4421-adca-8739984e07ad,HATA,10,6
2363,4994543f-20e8-4421-adca-8739984e07ad,CA3,26,59
2366,4994543f-20e8-4421-adca-8739984e07ad,VPM,45,33
2372,d8dae4d0-e11d-4b4d-8bd9-103c13491eb7,DG,13,95
2373,d8dae4d0-e11d-4b4d-8bd9-103c13491eb7,CA1,10,118
2374,d8dae4d0-e11d-4b4d-8bd9-103c13491eb7,RSPagl,118,16
2376,0dfc64c5-80bc-43b6-a7c4-2fb6e638e9f3,CP,187,58
2377,0dfc64c5-80bc-43b6-a7c4-2fb6e638e9f3,SSp-m,20,11
2378,920865d3-1581-4e81-bd63-ab2186024564,CP,136,58
2379,920865d3-1581-4e81-bd63-ab2186024564,MOp,42,30
2382,03d2d8d1-a116-4763-8425-4ef7b1c1bd35,EPd,28,8
2383,03d2d8d1-a116-4763-8425-4ef7b1c1bd35,AIv,17,5
2384,03d2d8d1-a116-4763-8425-4ef7b1c1bd35,CLA,49,4
2385,03d2d8d1-a116-4763-8425-4ef7b1c1bd35,AId,19,10
2386,03d2d8d1-a116-4763-8425-4ef7b1c1bd35,MOp,114,30
2387,5011eba9-8926-4a73-b729-579d02676d25,ACB,27,19
2388,5011eba9-8926-4a73-b729-579d02676d25,CP,70,58
2390,5011eba9-8926-4a73-b729-579d02676d25,MOp,81,30
2393,79b2e46e-e2ee-446e-b875-9aff03ef52d2,CP,83,58
2394,79b2e46e-e2ee-446e-b875-9aff03ef52d2,MOp,73,30
2395,f211d54e-e7eb-4188-bdcd-faa9c4317e9e,PIR,20,19
2397,f211d54e-e7eb-4188-bdcd-faa9c4317e9e,CP,153,58
2399,00a96dee-1e8b-44cc-9cc3-aca704d2b594,TRN,11,5
2400,00a96dee-1e8b-44cc-9cc3-aca704d2b594,CS,34,7
2404,00a96dee-1e8b-44cc-9cc3-aca704d2b594,PAG,13,36
2405,8d89b7d0-33e7-45c6-9972-d3ad4c1e5f4c,CP,136,58
2406,8d89b7d0-33e7-45c6-9972-d3ad4c1e5f4c,MOp,20,30
2407,8ca1a850-26ef-42be-8b28-c2e2d12f06d6,PO,56,42
2408,8ca1a850-26ef-42be-8b28-c2e2d12f06d6,LD,27,16
2411,8ca1a850-26ef-42be-8b28-c2e2d12f06d6,CA1,12,118
2412,8ca1a850-26ef-42be-8b28-c2e2d12f06d6,SSp-tr,26,12
2413,54c8f5de-83d7-49b9-9b4c-67fe0f07289b,CA3,49,59
2415,54c8f5de-83d7-49b9-9b4c-67fe0f07289b,CA1,68,118
2417,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,ENTl,127,12
2418,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,CA1,113,118
2419,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,TEa,46,6
2420,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,VISli,39,7
2421,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,VISl,130,9
2422,ece878b9-830d-4618-b801-ad0e7d8e7085,DG,166,95
2423,ece878b9-830d-4618-b801-ad0e7d8e7085,CA1,35,118
2424,ece878b9-830d-4618-b801-ad0e7d8e7085,ProS,43,15
2425,ece878b9-830d-4618-b801-ad0e7d8e7085,VISl,33,9
2426,ece878b9-830d-4618-b801-ad0e7d8e7085,VISp,15,26
2427,180d278e-1a49-42da-a624-24aa14b57a4e,PAG,19,36
2428,180d278e-1a49-42da-a624-24aa14b57a4e,NPC,10,6
2431,180d278e-1a49-42da-a624-24aa14b57a4e,SUB,12,22
2432,180d278e-1a49-42da-a624-24aa14b57a4e,RSPv,52,20
2433,180d278e-1a49-42da-a624-24aa14b57a4e,RSPd,16,21
2435,d14f70e6-bf7b-4d6d-a380-bfd0a46ed7a1,MRN,37,74
2436,d14f70e6-bf7b-4d6d-a380-bfd0a46ed7a1,RN,11,11
2438,d14f70e6-bf7b-4d6d-a380-bfd0a46ed7a1,SCm,44,38
2441,d14f70e6-bf7b-4d6d-a380-bfd0a46ed7a1,RSPv,17,20
2444,81b1800e-f138-4337-abc9-bb0449b77852,PAG,15,36
2446,81b1800e-f138-4337-abc9-bb0449b77852,RSPv,10,20
2450,8bf0f1a4-0d8c-4df3-a99e-f7c81c809652,CS,34,7
2451,8bf0f1a4-0d8c-4df3-a99e-f7c81c809652,CLI,16,4
2454,8bf0f1a4-0d8c-4df3-a99e-f7c81c809652,PAG,19,36
2455,5d570bf6-a4c6-4bf1-a14b-2c878c84ef0e,VII,10,3
2456,5d570bf6-a4c6-4bf1-a14b-2c878c84ef0e,IRN,39,22
2457,5d570bf6-a4c6-4bf1-a14b-2c878c84ef0e,PRNc,69,7
2458,5d570bf6-a4c6-4bf1-a14b-2c878c84ef0e,PAG,17,36
2459,f7c93877-ec05-4091-a003-e69fae0f2fa8,RT,21,16
2460,f7c93877-ec05-4091-a003-e69fae0f2fa8,SSp-bfd,12,22
2461,675952a4-e8b3-4e82-a179-cc970d5a8b01,PAA,28,3
2462,675952a4-e8b3-4e82-a179-cc970d5a8b01,BMA,17,9
2463,675952a4-e8b3-4e82-a179-cc970d5a8b01,CEA,23,9
2464,675952a4-e8b3-4e82-a179-cc970d5a8b01,CP,88,58
2466,79f44ba1-c931-4346-82eb-f628a9374045,AV,36,6
2467,79f44ba1-c931-4346-82eb-f628a9374045,SSp-ll,81,7
