,eid,label,video,times,mismatch,n_mismatch,duration
0,6713a4a7-faed-4df2-acab-ee4e63326f8d,left,True,True,True,-41842.0,5122.0
1,6713a4a7-faed-4df2-acab-ee4e63326f8d,right,True,True,True,-104774.0,5131.0
2,6713a4a7-faed-4df2-acab-ee4e63326f8d,body,True,True,True,-21052.0,5155.0
3,56956777-dca5-468c-87cb-78150432cc57,left,True,True,False,0.0,3627.0
4,56956777-dca5-468c-87cb-78150432cc57,right,True,True,False,0.0,3632.0
5,56956777-dca5-468c-87cb-78150432cc57,body,True,True,False,0.0,3649.0
6,a8a8af78-16de-4841-ab07-fde4b5281a03,left,True,True,False,0.0,3751.0
7,a8a8af78-16de-4841-ab07-fde4b5281a03,right,True,True,False,0.0,3758.0
8,a8a8af78-16de-4841-ab07-fde4b5281a03,body,True,True,False,0.0,3775.0
9,032ffcdf-7692-40b3-b9ff-8def1fc18b2e,left,True,True,False,0.0,3820.0
10,032ffcdf-7692-40b3-b9ff-8def1fc18b2e,right,True,True,False,0.0,3827.0
11,032ffcdf-7692-40b3-b9ff-8def1fc18b2e,body,True,True,False,0.0,3844.0
12,8c33abef-3d3e-4d42-9f27-445e9def08f9,left,True,True,False,0.0,5963.0
13,8c33abef-3d3e-4d42-9f27-445e9def08f9,right,True,True,False,0.0,5973.0
14,8c33abef-3d3e-4d42-9f27-445e9def08f9,body,True,True,False,0.0,6001.0
15,ebe2efe3-e8a1-451a-8947-76ef42427cc9,left,True,True,False,0.0,4631.0
16,ebe2efe3-e8a1-451a-8947-76ef42427cc9,right,True,True,False,0.0,4638.0
17,ebe2efe3-e8a1-451a-8947-76ef42427cc9,body,True,True,False,0.0,4660.0
18,77e6dc6a-66ed-433c-b1a2-778c914f523c,left,True,True,False,0.0,5135.0
19,77e6dc6a-66ed-433c-b1a2-778c914f523c,right,True,True,False,0.0,5143.0
20,77e6dc6a-66ed-433c-b1a2-778c914f523c,body,True,True,False,0.0,5167.0
21,5569f363-0934-464e-9a5b-77c8e67791a1,left,True,True,False,0.0,5176.0
22,5569f363-0934-464e-9a5b-77c8e67791a1,right,True,True,False,0.0,5184.0
23,5569f363-0934-464e-9a5b-77c8e67791a1,body,True,True,False,0.0,5208.0
24,7af49c00-63dd-4fed-b2e0-1b3bd945b20b,left,True,True,False,0.0,4314.0
25,7af49c00-63dd-4fed-b2e0-1b3bd945b20b,right,True,True,False,0.0,695.0
26,7af49c00-63dd-4fed-b2e0-1b3bd945b20b,body,True,True,False,0.0,1738.0
27,f88d4dd4-ccd7-400e-9035-fa00be3bcfa8,left,True,True,False,0.0,7977.0
28,f88d4dd4-ccd7-400e-9035-fa00be3bcfa8,right,True,True,False,0.0,1285.0
29,f88d4dd4-ccd7-400e-9035-fa00be3bcfa8,body,True,True,False,0.0,3214.0
30,83d85891-bd75-4557-91b4-1cbb5f8bfc9d,left,True,True,False,0.0,7928.0
31,83d85891-bd75-4557-91b4-1cbb5f8bfc9d,right,True,True,False,0.0,1277.0
32,83d85891-bd75-4557-91b4-1cbb5f8bfc9d,body,True,True,False,0.0,3194.0
33,aec5d3cc-4bb2-4349-80a9-0395b76f04e2,left,True,True,False,0.0,10249.0
34,aec5d3cc-4bb2-4349-80a9-0395b76f04e2,right,True,True,False,0.0,1651.0
35,aec5d3cc-4bb2-4349-80a9-0395b76f04e2,body,True,True,False,0.0,4129.0
36,21d21fc3-4201-4edc-802a-c67b61952548,left,True,True,False,0.0,10779.0
37,21d21fc3-4201-4edc-802a-c67b61952548,right,True,True,False,0.0,1737.0
38,21d21fc3-4201-4edc-802a-c67b61952548,body,True,True,False,0.0,4343.0
39,6ed57216-498d-48a6-b48b-a243a34710ea,left,True,True,False,0.0,3631.0
40,6ed57216-498d-48a6-b48b-a243a34710ea,right,True,True,False,0.0,3628.0
41,6ed57216-498d-48a6-b48b-a243a34710ea,body,True,True,False,0.0,3646.0
42,35ed605c-1a1a-47b1-86ff-2b56144f55af,left,True,True,False,0.0,3695.0
43,35ed605c-1a1a-47b1-86ff-2b56144f55af,right,True,True,False,0.0,3692.0
44,35ed605c-1a1a-47b1-86ff-2b56144f55af,body,True,True,False,0.0,3711.0
45,fa1f26a1-eb49-4b24-917e-19f02a18ac61,left,True,True,False,0.0,3805.0
46,fa1f26a1-eb49-4b24-917e-19f02a18ac61,right,True,True,False,0.0,3801.0
47,fa1f26a1-eb49-4b24-917e-19f02a18ac61,body,True,True,False,0.0,3821.0
48,ee212778-3903-4f5b-ac4b-a72f22debf03,left,True,True,False,0.0,4286.0
49,ee212778-3903-4f5b-ac4b-a72f22debf03,right,True,True,False,0.0,4282.0
50,ee212778-3903-4f5b-ac4b-a72f22debf03,body,True,True,False,0.0,4304.0
51,91a3353a-2da1-420d-8c7c-fad2fedfdd18,left,True,True,False,0.0,4091.0
52,91a3353a-2da1-420d-8c7c-fad2fedfdd18,right,True,True,False,0.0,4087.0
53,91a3353a-2da1-420d-8c7c-fad2fedfdd18,body,True,True,False,0.0,4108.0
54,5157810e-0fff-4bcf-b19d-32d4e39c7dfc,left,True,True,False,0.0,3766.0
55,5157810e-0fff-4bcf-b19d-32d4e39c7dfc,right,True,True,False,0.0,3763.0
56,5157810e-0fff-4bcf-b19d-32d4e39c7dfc,body,True,True,False,0.0,3782.0
57,8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8,left,True,True,False,0.0,4049.0
58,8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8,right,True,True,False,0.0,4046.0
59,8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8,body,True,True,False,0.0,4066.0
60,71855308-7e54-41d7-a7a4-b042e78e3b4f,left,True,True,False,0.0,3834.0
61,71855308-7e54-41d7-a7a4-b042e78e3b4f,right,True,True,False,0.0,3830.0
62,71855308-7e54-41d7-a7a4-b042e78e3b4f,body,True,True,False,0.0,3850.0
63,f359281f-6941-4bfd-90d4-940be22ed3c3,left,True,True,False,0.0,3527.0
64,f359281f-6941-4bfd-90d4-940be22ed3c3,right,True,True,False,0.0,3524.0
65,f359281f-6941-4bfd-90d4-940be22ed3c3,body,True,True,False,0.0,3542.0
66,51e53aff-1d5d-4182-a684-aba783d50ae5,left,True,True,False,0.0,3926.0
67,51e53aff-1d5d-4182-a684-aba783d50ae5,right,True,True,False,0.0,3922.0
68,51e53aff-1d5d-4182-a684-aba783d50ae5,body,True,True,False,0.0,3933.0
69,537677fe-1e24-4755-948c-fa4a4e8ecce5,left,True,True,False,0.0,4035.0
70,537677fe-1e24-4755-948c-fa4a4e8ecce5,right,True,True,False,0.0,4031.0
71,537677fe-1e24-4755-948c-fa4a4e8ecce5,body,True,True,False,0.0,4042.0
72,5bcafa14-71cb-42fa-8265-ce5cda1b89e0,left,True,True,False,0.0,4443.0
73,5bcafa14-71cb-42fa-8265-ce5cda1b89e0,right,True,True,False,0.0,4438.0
74,5bcafa14-71cb-42fa-8265-ce5cda1b89e0,body,True,True,False,0.0,4451.0
75,d32876dd-8303-4720-8e7e-20678dc2fd71,left,True,True,False,0.0,4473.0
76,d32876dd-8303-4720-8e7e-20678dc2fd71,right,True,True,False,0.0,4469.0
77,d32876dd-8303-4720-8e7e-20678dc2fd71,body,True,True,False,0.0,4481.0
78,72982282-e493-45ee-87ce-aa45cb3a3ec1,left,True,True,False,0.0,4711.0
79,72982282-e493-45ee-87ce-aa45cb3a3ec1,right,True,True,False,0.0,4707.0
80,72982282-e493-45ee-87ce-aa45cb3a3ec1,body,True,True,False,0.0,4720.0
81,6434f2f5-6bce-42b8-8563-d93d493613a2,left,True,True,False,0.0,4483.0
82,6434f2f5-6bce-42b8-8563-d93d493613a2,right,True,True,False,0.0,4479.0
83,6434f2f5-6bce-42b8-8563-d93d493613a2,body,True,True,False,0.0,4491.0
84,64e3fb86-928c-4079-865c-b364205b502e,left,True,True,False,0.0,4026.0
85,64e3fb86-928c-4079-865c-b364205b502e,right,True,True,False,0.0,4022.0
86,64e3fb86-928c-4079-865c-b364205b502e,body,True,True,False,0.0,4034.0
87,15948667-747b-4702-9d53-354ac70e9119,left,True,True,False,0.0,4517.0
88,15948667-747b-4702-9d53-354ac70e9119,right,True,True,False,0.0,4513.0
89,15948667-747b-4702-9d53-354ac70e9119,body,True,True,False,0.0,4525.0
90,288bfbf3-3700-4abe-b6e4-130b5c541e61,left,True,True,False,0.0,4312.0
91,288bfbf3-3700-4abe-b6e4-130b5c541e61,right,True,True,False,0.0,4308.0
92,288bfbf3-3700-4abe-b6e4-130b5c541e61,body,True,True,False,0.0,4320.0
93,fc43390d-457e-463a-9fd4-b94a0a8b48f5,left,True,True,False,0.0,4798.0
94,fc43390d-457e-463a-9fd4-b94a0a8b48f5,right,True,True,False,0.0,4794.0
95,fc43390d-457e-463a-9fd4-b94a0a8b48f5,body,True,True,False,0.0,4807.0
96,a405053a-eb13-4aa4-850c-5a337e5dc7fd,left,True,True,False,0.0,4326.0
97,a405053a-eb13-4aa4-850c-5a337e5dc7fd,right,True,True,False,0.0,4321.0
98,a405053a-eb13-4aa4-850c-5a337e5dc7fd,body,True,True,False,0.0,4333.0
99,93ad879a-aa42-4150-83e1-38773c9785e4,left,True,True,False,0.0,4113.0
100,93ad879a-aa42-4150-83e1-38773c9785e4,right,True,True,False,0.0,4109.0
101,93ad879a-aa42-4150-83e1-38773c9785e4,body,True,True,False,0.0,4121.0
102,3d59aa1a-b4ba-47fe-b9cf-741b5fdb0c7b,left,True,True,False,0.0,4919.0
103,3d59aa1a-b4ba-47fe-b9cf-741b5fdb0c7b,right,True,True,False,0.0,4915.0
104,3d59aa1a-b4ba-47fe-b9cf-741b5fdb0c7b,body,True,True,False,0.0,4928.0
105,034e726f-b35f-41e0-8d6c-a22cc32391fb,left,True,True,False,0.0,3875.0
106,034e726f-b35f-41e0-8d6c-a22cc32391fb,right,True,True,False,0.0,3825.0
107,034e726f-b35f-41e0-8d6c-a22cc32391fb,body,True,True,False,0.0,3814.0
108,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,left,True,True,False,0.0,5837.0
109,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,right,True,True,False,0.0,5761.0
110,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,body,True,True,False,0.0,5745.0
111,fa704052-147e-46f6-b190-a65b837e605e,left,True,True,False,0.0,5890.0
112,fa704052-147e-46f6-b190-a65b837e605e,right,True,True,False,0.0,5813.0
113,fa704052-147e-46f6-b190-a65b837e605e,body,True,True,False,0.0,5797.0
114,46794e05-3f6a-4d35-afb3-9165091a5a74,left,True,True,False,0.0,5328.0
115,46794e05-3f6a-4d35-afb3-9165091a5a74,right,True,True,False,0.0,5339.0
116,46794e05-3f6a-4d35-afb3-9165091a5a74,body,True,True,False,0.0,5324.0
117,7939711b-8b4d-4251-b698-b97c1eaa846e,left,True,True,False,0.0,6760.0
118,7939711b-8b4d-4251-b698-b97c1eaa846e,right,True,True,False,0.0,6774.0
119,7939711b-8b4d-4251-b698-b97c1eaa846e,body,True,True,False,0.0,6755.0
120,b52182e7-39f6-4914-9717-136db589706e,left,True,True,False,0.0,4333.0
121,b52182e7-39f6-4914-9717-136db589706e,right,True,True,False,0.0,4329.0
122,b52182e7-39f6-4914-9717-136db589706e,body,True,True,False,0.0,4329.0
123,2d5f6d81-38c4-4bdc-ac3c-302ea4d5f46e,left,True,True,False,0.0,4422.0
124,2d5f6d81-38c4-4bdc-ac3c-302ea4d5f46e,right,True,True,False,0.0,4429.0
125,2d5f6d81-38c4-4bdc-ac3c-302ea4d5f46e,body,True,True,False,0.0,4417.0
126,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,left,True,True,False,0.0,5193.0
127,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,right,True,True,False,0.0,5815.0
128,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,body,True,True,False,0.0,5189.0
129,c99d53e6-c317-4c53-99ba-070b26673ac4,left,True,True,False,0.0,4162.0
130,c99d53e6-c317-4c53-99ba-070b26673ac4,right,True,True,False,0.0,4170.0
131,c99d53e6-c317-4c53-99ba-070b26673ac4,body,True,True,False,0.0,4159.0
132,d839491f-55d8-4cbe-a298-7839208ba12b,left,True,True,False,0.0,5115.0
133,d839491f-55d8-4cbe-a298-7839208ba12b,right,True,True,False,0.0,5124.0
134,d839491f-55d8-4cbe-a298-7839208ba12b,body,True,True,False,0.0,5109.0
135,ecb5520d-1358-434c-95ec-93687ecd1396,left,True,True,False,0.0,4141.0
136,ecb5520d-1358-434c-95ec-93687ecd1396,right,True,True,False,0.0,4138.0
137,ecb5520d-1358-434c-95ec-93687ecd1396,body,True,True,False,0.0,4138.0
138,3663d82b-f197-4e8b-b299-7b803a155b84,left,True,True,False,0.0,6321.0
139,3663d82b-f197-4e8b-b299-7b803a155b84,right,True,True,False,0.0,6315.0
140,3663d82b-f197-4e8b-b299-7b803a155b84,body,True,True,False,0.0,6316.0
141,5386aba9-9b97-4557-abcd-abc2da66b863,left,True,True,False,0.0,5596.0
142,5386aba9-9b97-4557-abcd-abc2da66b863,right,True,True,False,0.0,5592.0
143,5386aba9-9b97-4557-abcd-abc2da66b863,body,True,True,False,0.0,5592.0
144,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,left,True,True,False,0.0,5125.0
145,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,right,True,True,False,0.0,5121.0
146,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,body,True,True,False,0.0,5121.0
147,4b00df29-3769-43be-bb40-128b1cba6d35,left,True,True,False,0.0,4535.0
148,4b00df29-3769-43be-bb40-128b1cba6d35,right,True,True,False,0.0,4465.0
149,4b00df29-3769-43be-bb40-128b1cba6d35,body,True,True,False,0.0,4465.0
150,12dc8b34-b18e-4cdd-90a9-da134a9be79c,left,True,True,False,0.0,6216.0
151,12dc8b34-b18e-4cdd-90a9-da134a9be79c,right,True,True,False,0.0,6227.0
152,12dc8b34-b18e-4cdd-90a9-da134a9be79c,body,True,True,False,0.0,6209.0
153,0deb75fb-9088-42d9-b744-012fb8fc4afb,left,True,True,False,0.0,6406.0
154,0deb75fb-9088-42d9-b744-012fb8fc4afb,right,True,True,False,0.0,6417.0
155,0deb75fb-9088-42d9-b744-012fb8fc4afb,body,True,True,False,0.0,6398.0
156,eef82e27-c20e-48da-b4b7-c443031649e3,left,True,True,False,0.0,4235.0
157,eef82e27-c20e-48da-b4b7-c443031649e3,right,True,True,False,0.0,4241.0
158,eef82e27-c20e-48da-b4b7-c443031649e3,body,True,True,False,0.0,4229.0
159,810b1e07-009e-4ebe-930a-915e4cd8ece4,left,True,True,False,0.0,3983.0
160,810b1e07-009e-4ebe-930a-915e4cd8ece4,right,True,True,False,0.0,3980.0
161,810b1e07-009e-4ebe-930a-915e4cd8ece4,body,True,True,False,0.0,3980.0
162,a71175be-d1fd-47a3-aa93-b830ea3634a1,left,True,True,False,0.0,6253.0
163,a71175be-d1fd-47a3-aa93-b830ea3634a1,right,True,True,False,0.0,6157.0
164,a71175be-d1fd-47a3-aa93-b830ea3634a1,body,True,True,False,0.0,6157.0
165,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,left,True,True,False,0.0,5599.0
166,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,right,True,True,False,0.0,5594.0
167,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,body,True,True,False,0.0,5594.0
168,f312aaec-3b6f-44b3-86b4-3a0c119c0438,left,True,True,False,0.0,5019.0
169,f312aaec-3b6f-44b3-86b4-3a0c119c0438,right,True,True,False,0.0,5029.0
170,f312aaec-3b6f-44b3-86b4-3a0c119c0438,body,True,True,False,0.0,5015.0
171,fb70ebf7-8175-42b0-9b7a-7c6e8612226e,left,True,True,False,0.0,5333.0
172,fb70ebf7-8175-42b0-9b7a-7c6e8612226e,right,True,True,False,0.0,5344.0
173,fb70ebf7-8175-42b0-9b7a-7c6e8612226e,body,True,True,False,0.0,5329.0
174,28741f91-c837-4147-939e-918d38d849f2,left,True,True,False,0.0,4556.0
175,28741f91-c837-4147-939e-918d38d849f2,right,True,True,False,0.0,4565.0
176,28741f91-c837-4147-939e-918d38d849f2,body,True,True,False,0.0,4552.0
177,d2f5a130-b981-4546-8858-c94ae1da75ff,left,True,True,False,0.0,5469.0
178,d2f5a130-b981-4546-8858-c94ae1da75ff,right,True,True,False,0.0,5480.0
179,d2f5a130-b981-4546-8858-c94ae1da75ff,body,True,True,False,0.0,5465.0
180,57b5ae8f-d446-4161-b439-b191c5e3e77b,left,True,True,False,0.0,6302.0
181,57b5ae8f-d446-4161-b439-b191c5e3e77b,right,True,True,False,0.0,6315.0
182,57b5ae8f-d446-4161-b439-b191c5e3e77b,body,True,True,False,0.0,6297.0
183,dda5fc59-f09a-4256-9fb5-66c67667a466,left,True,True,False,0.0,6297.0
184,dda5fc59-f09a-4256-9fb5-66c67667a466,right,True,True,False,0.0,6309.0
185,dda5fc59-f09a-4256-9fb5-66c67667a466,body,True,True,False,0.0,6291.0
186,d16a9a8d-5f42-4b49-ba58-1746f807fcc1,left,True,True,False,0.0,3619.0
187,d16a9a8d-5f42-4b49-ba58-1746f807fcc1,right,True,True,False,0.0,3627.0
188,d16a9a8d-5f42-4b49-ba58-1746f807fcc1,body,True,True,False,0.0,3616.0
189,37e96d0b-5b4b-4c6e-9b29-7edbdc94bbd0,left,True,True,False,0.0,4339.0
190,37e96d0b-5b4b-4c6e-9b29-7edbdc94bbd0,right,True,True,False,0.0,4348.0
191,37e96d0b-5b4b-4c6e-9b29-7edbdc94bbd0,body,True,True,False,0.0,4335.0
192,2e6e179c-fccc-4e8f-9448-ce5b6858a183,left,True,True,False,0.0,5727.0
193,2e6e179c-fccc-4e8f-9448-ce5b6858a183,right,True,True,False,0.0,5738.0
194,2e6e179c-fccc-4e8f-9448-ce5b6858a183,body,True,True,False,0.0,5722.0
195,1191f865-b10a-45c8-9c48-24a980fd9402,left,True,True,False,0.0,6400.0
196,1191f865-b10a-45c8-9c48-24a980fd9402,right,True,True,False,0.0,6413.0
197,1191f865-b10a-45c8-9c48-24a980fd9402,body,True,True,False,0.0,6394.0
198,f10efe41-0dc0-44d0-8f26-5ff68dca23e9,left,True,True,False,0.0,6372.0
199,f10efe41-0dc0-44d0-8f26-5ff68dca23e9,right,True,True,False,0.0,6385.0
200,f10efe41-0dc0-44d0-8f26-5ff68dca23e9,body,True,True,False,0.0,6367.0
201,6364ff7f-6471-415a-ab9e-632a12052690,left,True,True,False,0.0,5522.0
202,6364ff7f-6471-415a-ab9e-632a12052690,right,True,True,False,0.0,5533.0
203,6364ff7f-6471-415a-ab9e-632a12052690,body,True,True,False,0.0,5517.0
204,7be8fec4-406b-4e74-8548-d2885dcc3d5e,left,True,True,False,0.0,4256.0
205,7be8fec4-406b-4e74-8548-d2885dcc3d5e,right,True,True,False,0.0,4264.0
206,7be8fec4-406b-4e74-8548-d2885dcc3d5e,body,True,True,False,0.0,4252.0
207,d57df551-6dcb-4242-9c72-b806cff5613a,left,True,True,False,0.0,4796.0
208,d57df551-6dcb-4242-9c72-b806cff5613a,right,True,True,False,0.0,4750.0
209,d57df551-6dcb-4242-9c72-b806cff5613a,body,True,True,False,0.0,4662.0
210,19e66dc9-bf9f-430b-9d6a-acfa85de6fb7,left,True,True,False,0.0,5128.0
211,19e66dc9-bf9f-430b-9d6a-acfa85de6fb7,right,True,True,False,0.0,5079.0
212,19e66dc9-bf9f-430b-9d6a-acfa85de6fb7,body,True,True,False,0.0,5084.0
213,824cf03d-4012-4ab1-b499-c83a92c5589e,left,True,True,False,0.0,4652.0
214,824cf03d-4012-4ab1-b499-c83a92c5589e,right,True,True,False,0.0,4608.0
215,824cf03d-4012-4ab1-b499-c83a92c5589e,body,True,True,False,0.0,4522.0
216,1f095590-6669-46c9-986b-ccaf0620c5e9,left,True,True,False,0.0,5129.0
217,1f095590-6669-46c9-986b-ccaf0620c5e9,right,True,True,False,0.0,5080.0
218,1f095590-6669-46c9-986b-ccaf0620c5e9,body,True,True,False,0.0,4985.0
219,03d9a098-07bf-4765-88b7-85f8d8f620cc,left,True,True,False,0.0,5116.0
220,03d9a098-07bf-4765-88b7-85f8d8f620cc,right,True,True,False,0.0,5067.0
221,03d9a098-07bf-4765-88b7-85f8d8f620cc,body,True,True,False,0.0,5072.0
222,0c828385-6dd6-4842-a702-c5075f5f5e81,left,True,True,False,0.0,4609.0
223,0c828385-6dd6-4842-a702-c5075f5f5e81,right,True,True,False,0.0,4629.0
224,0c828385-6dd6-4842-a702-c5075f5f5e81,body,True,True,False,0.0,4480.0
225,bb099402-fb31-4cfd-824e-1c97530a0875,left,True,True,False,0.0,6724.0
226,bb099402-fb31-4cfd-824e-1c97530a0875,right,True,True,False,0.0,6660.0
227,bb099402-fb31-4cfd-824e-1c97530a0875,body,True,True,False,0.0,6666.0
228,111c1762-7908-47e0-9f40-2f2ee55b6505,left,True,True,False,0.0,4604.0
229,111c1762-7908-47e0-9f40-2f2ee55b6505,right,True,True,False,0.0,4625.0
230,111c1762-7908-47e0-9f40-2f2ee55b6505,body,True,True,False,0.0,4476.0
231,5455a21c-1be7-4cae-ae8e-8853a8d5f55e,left,True,True,False,0.0,4553.0
232,5455a21c-1be7-4cae-ae8e-8853a8d5f55e,right,True,True,False,0.0,4573.0
233,5455a21c-1be7-4cae-ae8e-8853a8d5f55e,body,True,True,False,0.0,4426.0
234,32d27583-56aa-4510-bc03-669036edad20,left,True,True,False,0.0,4925.0
235,32d27583-56aa-4510-bc03-669036edad20,right,True,True,False,0.0,4947.0
236,32d27583-56aa-4510-bc03-669036edad20,body,True,True,False,0.0,4787.0
237,8a3a0197-b40a-449f-be55-c00b23253bbf,left,True,True,False,0.0,5522.0
238,8a3a0197-b40a-449f-be55-c00b23253bbf,right,True,True,False,0.0,9496.0
239,8a3a0197-b40a-449f-be55-c00b23253bbf,body,True,True,False,0.0,28826.0
240,ebc9392c-1ecb-4b4b-a545-4e3d70d23611,left,True,True,False,0.0,5891.0
241,ebc9392c-1ecb-4b4b-a545-4e3d70d23611,right,True,True,False,0.0,10129.0
242,ebc9392c-1ecb-4b4b-a545-4e3d70d23611,body,True,True,False,0.0,30754.0
243,19b44992-d527-4a12-8bda-aa11379cb08c,left,True,True,False,0.0,6208.0
244,19b44992-d527-4a12-8bda-aa11379cb08c,right,True,True,False,0.0,10673.0
245,19b44992-d527-4a12-8bda-aa11379cb08c,body,True,True,False,0.0,32407.0
246,3537d970-f515-4786-853f-23de525e110f,left,True,True,False,0.0,4088.0
247,3537d970-f515-4786-853f-23de525e110f,right,True,True,False,0.0,7028.0
248,3537d970-f515-4786-853f-23de525e110f,body,True,True,False,0.0,21340.0
249,6f36868f-5cc1-450c-82fa-6b9829ce0cfe,left,True,True,False,0.0,6042.0
250,6f36868f-5cc1-450c-82fa-6b9829ce0cfe,right,True,True,False,0.0,6069.0
251,6f36868f-5cc1-450c-82fa-6b9829ce0cfe,body,True,True,False,0.0,5873.0
252,f99ac31f-171b-4208-a55d-5644c0ad51c3,left,True,True,False,0.0,5764.0
253,f99ac31f-171b-4208-a55d-5644c0ad51c3,right,True,True,False,0.0,5789.0
254,f99ac31f-171b-4208-a55d-5644c0ad51c3,body,True,True,False,0.0,5603.0
255,e2b845a1-e313-4a08-bc61-a5f662ed295e,left,True,True,False,0.0,5658.0
256,e2b845a1-e313-4a08-bc61-a5f662ed295e,right,True,True,False,0.0,5682.0
257,e2b845a1-e313-4a08-bc61-a5f662ed295e,body,True,True,False,0.0,5499.0
258,2bdf206a-820f-402f-920a-9e86cd5388a4,left,True,True,False,0.0,5167.0
259,2bdf206a-820f-402f-920a-9e86cd5388a4,right,True,True,False,0.0,5189.0
260,2bdf206a-820f-402f-920a-9e86cd5388a4,body,True,True,False,0.0,5022.0
261,fa8ad50d-76f2-45fa-a52f-08fe3d942345,left,True,True,False,0.0,4178.0
262,fa8ad50d-76f2-45fa-a52f-08fe3d942345,right,True,True,False,0.0,4196.0
263,fa8ad50d-76f2-45fa-a52f-08fe3d942345,body,True,True,False,0.0,4061.0
264,8d316998-28c3-4265-b029-e2ca82375b2f,left,True,True,False,0.0,4083.0
265,8d316998-28c3-4265-b029-e2ca82375b2f,right,True,True,False,0.0,4100.0
